publication_date,report_date,country,province,health_zone,confirmed_cases,probable_cases,total_cases,confirmed_deaths,total_deaths,total_suspected_cases,new_deaths,new_cured,total_cured,new_suspected_cases,old_suspected_cases,confirmed_cases_change,probable_cases_change,total_cases_change,confirmed_deaths_change,total_deaths_change,total_suspected_cases_change,source
2019-03-14,2019-03-13,COD,North Kivu,Oicha,31,0,31,19,19,7,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14mar19
2019-03-14,2019-03-13,COD,North Kivu,Vuhovi,13,0,13,10,10,1,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14mar19
2019-03-14,2019-03-13,COD,Ituri,Komanda,27,9,36,9,18,7,,,,,,0,0,0,0,0,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14mar19
2019-03-14,2019-03-13,COD,Ituri,Mandima,28,3,31,14,17,3,,,,,,2,0,2,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14mar19
2019-03-14,2019-03-13,COD,Ituri,Nyankunde,1,0,1,1,1,0,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14mar19
2019-03-14,2019-03-13,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,14,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14mar19
2019-03-14,2019-03-13,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14mar19
2019-03-13,2019-03-12,COD,North Kivu,Alimbongo,0,0,0,0,0,1,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Beni,226,9,235,118,127,63,,,,,,0,0,0,0,0,18,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Biena,6,0,6,5,5,10,,,,,,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Butembo,88,0,88,54,54,17,,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Goma,0,0,0,0,0,5,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Kalunguta,46,13,59,20,33,4,,,,,,1,0,1,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Katwa,257,11,268,182,193,15,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Kayina,5,0,5,3,3,2,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Kyondo,16,2,18,12,14,6,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Lubero,1,0,1,1,1,2,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Mabalako,90,16,106,54,70,3,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Mangurujipa,5,0,5,4,4,7,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Masereka,11,1,12,6,7,2,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Musienene,6,1,7,2,3,12,,,,,,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Mutwanga,4,0,4,3,3,1,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Oicha,31,0,31,19,19,9,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,North Kivu,Vuhovi,13,0,13,10,10,2,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,Ituri,Komanda,27,9,36,9,18,12,,,,,,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,Ituri,Mandima,26,3,29,13,16,3,,,,,,1,0,1,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,Ituri,Nyankunde,1,0,1,1,1,1,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,14,,,,,,0,0,0,0,0,9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-13,2019-03-12,COD,Ituri,Tchomia,2,0,2,2,2,2,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mar19
2019-03-12,2019-03-11,COD,North Kivu,Alimbongo,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Beni,226,9,235,118,127,45,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Biena,6,0,6,5,5,6,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Butembo,88,0,88,54,54,20,,,,,,0,0,0,1,1,12,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Goma,0,0,0,0,0,6,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Kalunguta,45,13,58,20,33,5,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Katwa,257,11,268,182,193,13,,,,,,0,0,0,0,0,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Kayina,5,0,5,3,3,4,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Kyondo,16,2,18,12,14,4,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Lubero,1,0,1,1,1,0,,,,,,0,0,0,0,0,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Mabalako,90,16,106,54,70,3,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Mangurujipa,5,0,5,4,4,8,,,,,,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Masereka,11,1,12,6,7,4,,,,,,1,0,1,1,1,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Musienene,6,1,7,2,3,16,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Mutwanga,4,0,4,3,3,2,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Oicha,31,0,31,19,19,6,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,North Kivu,Vuhovi,13,0,13,10,10,2,,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,Ituri,Komanda,27,9,36,9,18,18,,,,,,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,Ituri,Mandima,25,3,28,13,16,3,,,,,,1,0,1,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,Ituri,Nyankunde,1,0,1,1,1,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,5,,,,,,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-12,2019-03-11,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mar19
2019-03-11,2019-03-10,COD,North Kivu,Alimbongo,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Beni,226,9,235,118,127,47,,,,,,0,0,0,0,0,-30,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Biena,6,0,6,5,5,4,,,,,,1,0,1,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Butembo,88,0,88,53,53,8,,,,,,1,0,1,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Goma,0,0,0,0,0,5,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Kalunguta,45,13,58,20,33,3,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Katwa,257,11,268,182,193,20,,,,,,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Kayina,5,0,5,3,3,2,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Kyondo,16,2,18,12,14,5,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Lubero,1,0,1,1,1,5,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Mabalako,90,16,106,54,70,5,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Mangurujipa,5,0,5,4,4,4,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Masereka,10,1,11,5,6,3,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Musienene,6,1,7,2,3,11,,,,,,0,0,0,0,0,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Mutwanga,4,0,4,3,3,0,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Oicha,31,0,31,19,19,5,,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,North Kivu,Vuhovi,13,0,13,10,10,5,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,Ituri,Komanda,27,9,36,9,18,14,,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,Ituri,Mandima,24,3,27,13,16,3,,,,,,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,Ituri,Nyankunde,1,0,1,1,1,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,1,,,,,,0,0,0,0,0,-8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-11,2019-03-10,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mar19
2019-03-10,2019-03-09,COD,North Kivu,Alimbongo,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Beni,226,9,235,118,127,77,,,,,,0,0,0,0,0,22,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Biena,5,0,5,5,5,6,,,,,,0,0,0,0,0,-10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Butembo,87,0,87,53,53,4,,,,,,2,0,2,4,4,-14,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Goma,0,0,0,0,0,6,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Kalunguta,45,13,58,20,33,5,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Katwa,257,11,268,182,193,14,,,,,,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Kayina,5,0,5,3,3,0,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Kyondo,16,2,18,12,14,7,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Lubero,1,0,1,1,1,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Mabalako,90,16,106,54,70,3,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Mangurujipa,5,0,5,4,4,1,,,,,,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Masereka,10,1,11,5,6,5,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Musienene,6,1,7,2,3,18,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Mutwanga,4,0,4,3,3,2,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Oicha,31,0,31,19,19,8,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,North Kivu,Vuhovi,13,0,13,10,10,2,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,Ituri,Komanda,27,9,36,9,18,17,,,,,,0,0,0,0,0,-52,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,Ituri,Mandima,24,3,27,13,16,7,,,,,,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,Ituri,Nyankunde,1,0,1,1,1,0,,,,,,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,9,,,,,,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-10,2019-03-09,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mar19
2019-03-09,2019-03-08,COD,North Kivu,Alimbongo,0,0,0,0,0,0,,,,,,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Beni,226,9,235,118,127,55,,,,,,0,0,0,0,0,8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Biena,5,0,5,5,5,16,,,,,,0,0,0,0,0,16,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Butembo,85,0,85,49,49,18,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Goma,0,0,0,0,0,3,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Kalunguta,45,13,58,20,33,2,,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Katwa,257,11,268,182,193,18,,,,,,1,0,1,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Kayina,5,0,5,3,3,2,,,,,,0,0,0,0,0,-9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Kyondo,16,2,18,12,14,5,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Lubero,1,0,1,1,1,0,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Mabalako,90,16,106,54,70,3,,,,,,0,0,0,-1,-1,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Mangurujipa,5,0,5,4,4,7,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Masereka,10,1,11,5,6,4,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Musienene,6,1,7,2,3,13,,,,,,0,0,0,0,0,-10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Mutwanga,4,0,4,3,3,3,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Oicha,31,0,31,19,19,8,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,North Kivu,Vuhovi,13,0,13,10,10,3,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,Ituri,Komanda,27,9,36,9,18,69,,,,,,0,0,0,0,0,57,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,Ituri,Mandima,24,3,27,13,16,3,,,,,,0,0,0,1,1,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,Ituri,Nyankunde,1,0,1,1,1,6,,,,,,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,13,,,,,,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-09,2019-03-08,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mar19
2019-03-08,2019-03-07,COD,North Kivu,Alimbongo,0,0,0,0,0,6,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Beni,226,9,235,118,127,47,,,,,,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Biena,5,0,5,5,5,0,,,,,,0,0,0,0,0,-9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Butembo,85,0,85,49,49,19,,,,,,0,0,0,2,2,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Goma,0,0,0,0,0,3,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Kalunguta,45,13,58,20,33,5,,,,,,1,0,1,1,1,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Katwa,256,11,267,182,193,21,,,,,,2,0,2,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Kayina,5,0,5,3,3,11,,,,,,0,0,0,0,0,8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Kyondo,16,2,18,12,14,7,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Lubero,1,0,1,1,1,1,,,,,,1,0,1,1,1,-10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Mabalako,90,16,106,55,71,6,,,,,,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Mangurujipa,5,0,5,4,4,4,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Masereka,10,1,11,5,6,5,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Musienene,6,1,7,2,3,23,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Mutwanga,4,0,4,3,3,3,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Oicha,31,0,31,19,19,7,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,North Kivu,Vuhovi,13,0,13,10,10,1,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,Ituri,Komanda,27,9,36,9,18,12,,,,,,0,0,0,0,0,9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,Ituri,Mandima,24,3,27,12,15,2,,,,,,1,0,1,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,Ituri,Nyankunde,1,0,1,1,1,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,Ituri,Rwampara (Bunia),1,0,1,1,1,7,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-08,2019-03-07,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mar19
2019-03-07,2019-03-06,COD,North Kivu,Alimbongo,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Beni,226,9,235,118,127,51,,,,,,0,0,0,0,0,-18,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Biena,5,0,5,5,5,9,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Butembo,85,0,85,47,47,14,,,,,,1,0,1,3,3,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Goma,0,0,0,0,0,5,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Kalunguta,44,13,57,19,32,10,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Katwa,254,11,265,182,193,20,,,,,,5,0,5,1,1,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Kayina,5,0,5,3,3,3,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Kyondo,16,2,18,12,14,5,,,,,,1,0,1,1,1,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Lubero,0,0,0,0,0,11,,,,,,0,0,0,0,0,11,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Mabalako,90,16,106,55,71,0,,,,,,0,0,0,1,1,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Mangurujipa,5,0,5,4,4,5,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
2019-03-07,2019-03-06,COD,North Kivu,Masereka,10,1,11,5,6,3,,,,,,0,-1,-1,0,-1,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mar19
